58;2243.00;9.50;1118.00;big
59;2001.00;9.50;1114.00;big
59;2087.00;9.50;952.00;big
60;3731.00;9.50;602.00;big
60;3888.00;9.50;489.00;big
61;2474.00;9.50;778.00;big
61;2296.00;9.50;872.00;big
62;2843.00;9.50;655.00;big
62;2661.00;9.50;644.00;big
63;2007.00;9.50;218.00;big
63;1898.00;9.50;104.00;big
64;2338.00;9.50;117.00;big
64;2129.00;9.50;106.00;big
65;3300.00;9.50;58.00;big
65;3047.00;9.50;78.00;big
66;2381.00;9.50;592.00;big
66;2190.00;9.50;404.00;big
67;2594.00;9.50;161.00;big
67;2799.00;9.50;112.00;big
68;2795.00;9.50;1263.00;big
68;2874.00;9.50;1316.00;big
69;3228.00;9.50;1207.00;big
69;3318.00;9.75;1225.00;big
70;3599.00;9.50;1431.00;big
70;3618.00;9.50;1344.00;big
71;4297.00;9.50;471.00;big
71;4140.00;9.50;566.00;big
72;4445.00;9.50;629.00;big
72;4348.00;9.50;738.00;big
73;4410.00;9.50;754.00;big
73;4412.00;9.50;798.00;big
74;4117.00;9.50;288.00;big
74;4184.00;9.50;93.00;big
75;4500.00;9.50;708.00;big
75;4589.00;9.60;810.00;big
76;4796.00;9.50;1076.00;big
76;4780.00;9.70;1201.00;big
77;4725.00;9.50;1289.00;big
77;4712.00;9.50;1202.00;big
78;4816.00;9.50;944.00;big
78;4871.00;9.50;789.00;big
79;4862.00;9.50;1298.00;big
79;4954.00;9.50;1355.00;big
80;2752.00;10.90;849.00;big
80;2615.00;11.50;898.00;big
81;5096.00;9.50;419.00;big
81;5236.00;9.50;355.00;big
82;4950.00;9.50;481.00;big
82;4959.00;9.50;401.00;big
83;5276.00;10.50;499.00;big
83;5428.00;9.50;393.00;big
84;4962.00;9.50;746.00;big
84;5178.00;9.50;693.00;big
85;3870.00;9.50;200.00;big
85;3617.00;9.50;169.00;big
86;5196.00;9.50;97.00;big
86;5454.00;9.50;122.00;big
87;5062.00;9.50;1523.00;big
87;5213.00;9.50;1677.00;big
88;5500.00;9.50;1730.00;big
88;154.00;9.50;1894.00;big
89;858.00;9.50;1464.00;big
89;821.00;9.50;1614.00;big
90;5066.00;9.50;1344.00;big
90;4945.00;9.50;1175.00;big
91;2871.00;10.05;854.00;big
91;3045.00;10.28;848.00;big
92;4734.00;9.50;449.00;big
92;4634.00;9.50;393.00;big
93;4606.00;9.50;540.00;big
93;4744.00;11.30;499.00;big
94;5127.00;9.50;921.00;big
94;5013.00;9.70;1052.00;big
95;5475.00;9.50;1177.00;big
95;48.00;9.50;1185.00;big
96;19.00;9.50;1474.00;big
96;5448.00;9.50;1500.00;big
97;5452.00;10.30;746.00;big
97;78.00;9.50;670.00;big
98;4704.00;9.50;46.00;big
98;4897.00;9.50;62.00;big
99;4470.00;9.50;309.00;big
99;4452.00;9.50;77.00;big
100;3366.00;9.50;1062.00;big
100;3417.00;9.50;958.00;big
101;4190.00;9.50;932.00;big
101;4171.00;9.50;800.00;big
102;3599.00;9.50;696.00;big
102;3499.00;9.50;516.00;big
103;3374.00;9.50;192.00;big
103;3457.00;9.50;353.00;big
104;3881.00;9.50;900.00;big
104;3735.00;9.50;882.00;big
105;432.00;9.50;1007.00;big
105;272.00;9.50;1162.00;big
106;1054.00;9.50;1241.00;big
106;1284.00;9.50;1091.00;big
107;1504.00;9.50;963.00;big
107;1428.00;9.50;866.00;big
108;1619.00;9.50;213.00;big
108;1607.00;9.50;442.00;big
109;1578.00;9.50;602.00;big
109;1469.00;9.50;733.00;big
110;1189.00;9.50;970.00;big
110;1228.00;9.50;700.00;big
111;787.00;9.50;996.00;big
111;796.00;9.50;1229.00;big
112;268.00;9.50;147.00;big
112;672.00;9.50;120.00;big
113;715.00;9.50;300.00;big
113;880.00;9.50;430.00;big
114;96.00;9.50;1667.00;big
114;375.00;9.50;1693.00;big
115;602.00;9.50;1627.00;big
115;663.00;9.50;1399.00;big
116;3607.00;15.62;1166.00;big
116;3683.00;10.62;1236.00;big
116;3709.00;11.25;1121.00;big
116;3565.00;13.75;1251.00;big
117;1617.00;12.00;1557.00;big
118;1158.00;17.98;1528.00;big
118;1034.00;15.30;1522.00;big
118;943.00;17.00;1502.00;big
118;1107.00;12.38;1674.00;big
118;955.00;9.93;1652.00;big
119;1096.00;16.43;1439.00;big
119;1255.00;10.75;1415.00;big
120;1291.00;10.53;1602.00;big
120;1451.00;10.00;1558.00;big
121;1566.00;10.23;1652.00;big
121;1762.00;11.15;1708.00;big
122;1189.00;10.48;1840.00;big
122;884.00;12.78;1799.00;big
123;1262.00;16.65;1190.00;big
123;1119.00;14.60;1331.00;big
124;1723.00;9.90;1017.00;big
124;1815.00;10.73;983.00;big
125;2158.00;11.35;718.00;big
125;2039.00;11.23;521.00;big
126;2985.00;11.25;1133.00;big
126;3122.00;11.45;1024.00;big
126;3045.00;10.43;1141.00;big
126;3007.00;12.07;1175.00;big
126;3105.00;9.80;1140.00;big
126;3024.00;10.78;1083.00;big
126;3142.00;10.75;1171.00;big
127;2855.00;11.00;1177.00;big
127;2690.00;11.18;1048.00;big
127;2612.00;10.00;1051.00;big
127;3072.00;10.12;921.00;big
127;2773.00;10.20;927.00;big
127;2893.00;10.53;932.00;big
128;3242.00;9.57;1137.00;big
128;3313.00;11.03;1055.00;big
128;3299.00;10.28;1145.00;big
129;3292.00;12.35;1309.00;big
129;3414.00;15.75;1309.00;big
130;3233.00;10.32;1509.00;big
130;3345.00;10.40;1490.00;big
131;3118.00;11.00;665.00;big
131;3067.00;10.80;593.00;big
132;3346.00;12.78;548.00;big
132;3344.00;11.05;654.00;big
133;3483.00;10.62;701.00;big
133;3551.00;11.50;783.00;big
133;3412.00;15.10;816.00;big
134;3545.00;11.98;371.00;small
134;3534.00;13.03;302.00;small
135;3354.00;10.80;414.00;big
135;3274.00;12.82;363.00;big
136;3792.00;9.73;1500.00;big
136;3687.00;10.78;1487.00;big
136;3654.00;9.80;1373.00;big
136;3545.00;9.70;1506.00;big
136;4099.00;13.05;1526.00;big
136;3963.00;9.90;1552.00;big
136;3816.00;10.75;1599.00;big
136;3944.00;10.82;1386.00;big
136;3608.00;9.60;1496.00;big
136;4034.00;11.88;1414.00;big
136;3871.00;10.10;1541.00;big
137;3667.00;10.30;1331.00;big
137;3817.00;10.12;1296.00;big
137;3881.00;10.40;1353.00;big
137;3759.00;9.90;1420.00;big
138;3955.00;16.83;1351.00;big
138;4031.00;18.02;1366.00;big
138;3893.00;13.70;1295.00;big
138;3938.00;19.90;1312.00;big
138;3985.00;16.38;1367.00;big
139;3241.00;14.12;222.00;big
139;3152.00;13.45;144.00;big
139;3072.00;13.23;307.00;big
140;2972.00;11.40;641.00;big
140;3148.00;11.93;778.00;big
140;3077.00;11.12;749.00;big
140;3032.00;14.10;780.00;big
140;2990.00;11.30;711.00;big
141;4111.00;10.75;1003.00;big
141;4221.00;9.98;1042.00;big
142;4413.00;12.57;952.00;big
142;4455.00;9.90;857.00;big
143;4542.00;10.05;1195.00;big
143;4614.00;9.70;1295.00;big
144;4436.00;13.40;1258.00;big
144;4146.00;11.60;1344.00;big
145;4318.00;12.45;1006.00;big
145;4305.00;9.90;931.00;big
146;4366.00;20.88;1224.00;big
146;4279.00;15.98;1118.00;big
146;4087.00;20.10;1139.00;big
147;4399.00;10.07;704.00;big
147;4359.00;9.95;781.00;big
148;2880.00;9.60;756.00;big
148;2946.00;13.48;765.00;big
149;2735.00;9.80;757.00;big
149;2617.00;11.35;827.00;big
150;2951.00;10.15;1266.00;big
150;2883.00;13.85;1252.00;big
150;2808.00;10.55;1242.00;big
150;2964.00;10.00;1234.00;big
150;2790.00;13.93;1214.00;big
150;2946.00;9.73;1204.00;big
150;2911.00;14.38;1234.00;big
150;2852.00;13.10;1249.00;big
151;2699.00;13.07;1190.00;big
151;2722.00;15.43;1165.00;big
151;2763.00;11.93;1199.00;big
151;2728.00;17.02;1204.00;big
151;2715.00;11.18;1231.00;big
151;2670.00;9.90;1154.00;big
151;2643.00;12.12;1117.00;big
152;4249.00;13.03;1486.00;big
152;4569.00;11.90;1483.00;big
152;4380.00;13.50;1411.00;big
152;4492.00;13.95;1461.00;big
152;4424.00;14.75;1507.00;big
152;4357.00;15.70;1486.00;big
152;4474.00;13.30;1402.00;big
153;4070.00;9.90;1070.00;big
153;3959.00;11.05;1064.00;big
154;4995.00;11.28;1290.00;big
154;4896.00;11.20;1215.00;big
155;4528.00;14.18;1347.00;big
155;4750.00;10.05;1407.00;big
156;4867.00;10.12;372.00;big
156;5072.00;9.85;192.00;big
157;5496.00;9.73;60.00;big
157;5566.00;11.55;162.00;big
158;4388.00;10.35;638.00;big
158;4485.00;9.85;548.00;big
158;4443.00;10.12;587.00;big
158;4328.00;9.80;696.00;big
158;4548.00;10.25;529.00;big
159;4578.00;10.60;642.00;big
159;4621.00;11.32;719.00;big
160;4698.00;10.57;907.00;big
160;4749.00;10.80;778.00;big
161;3860.00;9.70;1089.00;small
161;3930.00;11.10;1188.00;small
162;3813.00;18.73;1213.00;big
162;3886.00;14.85;1234.00;big
163;1672.00;10.00;803.00;big
163;1956.00;10.73;851.00;big
164;4639.00;10.30;1086.00;big
164;4662.00;9.73;1176.00;big
165;4539.00;10.15;1046.00;big
165;4420.00;14.98;1093.00;big
166;1485.00;9.50;1971.00;big
166;1525.00;9.50;1879.00;big
167;5046.00;14.03;548.00;big
167;4932.00;11.80;600.00;big
168;3015.00;9.50;1411.00;big
168;3093.00;9.50;1316.00;big
169;3020.00;9.50;1317.00;big
169;2951.00;10.90;1340.00;big
170;1590.00;9.50;1302.00;big
170;1662.00;9.50;1214.00;big
171;457.00;9.50;1884.00;big
171;677.00;9.50;1801.00;big
172;439.00;9.50;729.00;big
172;273.00;9.50;695.00;big
173;3064.00;14.07;421.00;big
173;3061.00;12.55;511.00;big
174;3361.00;10.65;1207.00;big
174;3359.00;9.50;1168.00;big
175;698.00;9.50;746.00;big
175;912.00;9.50;680.00;big
176;126.00;9.50;1444.00;big
176;348.00;9.50;1427.00;big
177;5242.00;9.50;1357.00;big
177;5193.00;9.50;1184.00;big
178;5579.00;9.80;363.00;big
178;85.00;9.50;391.00;big
179;329.00;9.50;445.00;big
179;493.00;9.50;386.00;big
180;5594.00;9.50;947.00;big
180;129.00;9.50;868.00;big
181;1471.00;10.00;1412.00;big
182;843.00;14.32;2013.00;big
182;1242.00;10.23;2008.00;big
183;3271.00;11.10;787.00;big
183;3317.00;10.70;926.00;big
184;3488.00;9.90;1228.00;big
184;3514.00;9.70;1168.00;big
185;3435.00;10.88;1054.00;big
185;3591.00;9.90;1048.00;big
186;3572.00;11.60;897.00;big
186;3503.00;14.88;890.00;big
187;3705.00;11.73;1021.00;big
187;3663.00;10.00;958.00;big
188;4032.00;23.90;1218.00;big
188;3976.00;19.10;1221.00;big
189;4799.00;10.62;1264.00;big
189;4786.00;13.80;1324.00;big
190;1754.00;19.77;449.00;big
190;1729.00;14.28;298.00;big
191;1715.00;11.18;93.00;big
191;1751.00;13.00;201.00;big
192;1870.00;9.90;463.00;big
192;1867.00;9.70;305.00;big
193;4701.00;11.32;1053.00;big
193;4683.00;10.03;1024.00;big
194;3597.00;9.62;1077.00;big
194;3684.00;10.75;1073.00;big
195;1638.00;13.35;979.00;big
195;1578.00;18.33;866.00;big
196;2973.00;9.50;1621.00;small
196;3008.00;9.50;1629.00;small
197;2502.00;11.40;1884.00;big
197;2542.00;10.80;1912.00;big
198;2903.00;9.50;1807.00;big
198;3006.00;9.50;1955.00;big
199;2969.00;13.07;1793.00;big
199;2935.00;13.75;1737.00;big
200;4627.00;9.55;984.00;big
200;4557.00;9.50;919.00;big
201;4475.00;9.50;943.00;big
201;4490.00;9.50;792.00;big
202;4268.00;9.50;762.00;big
202;4288.00;9.50;852.00;big
203;3953.00;9.50;677.00;big
203;4067.00;12.38;767.00;big
204;3534.00;9.50;845.00;big
204;3621.00;9.50;843.00;big
205;3848.00;9.50;1031.00;big
205;3755.00;9.50;1032.00;big
206;2973.00;9.50;250.00;big
206;2949.00;9.50;503.00;big
207;2533.00;9.50;395.00;big
207;2782.00;9.50;422.00;big
208;1607.00;9.50;53.00;big
208;1801.00;9.50;8.00;big
209;2625.00;9.50;1787.00;big
209;2409.00;9.50;1785.00;big
210;4328.00;9.50;611.00;big
210;4529.00;9.50;499.00;big
211;4801.00;9.90;653.00;big
211;4692.00;9.50;608.00;big
212;1601.00;9.73;1208.00;big
212;1533.00;9.62;1235.00;big
213;3219.00;11.45;660.00;big
213;3198.00;12.10;531.00;big
214;3201.00;9.50;1325.00;big
214;3215.00;9.50;1272.00;big
215;2950.00;10.32;1644.00;big
215;2991.00;9.70;1631.00;big
216;3098.00;9.78;1684.00;big
216;3047.00;9.50;1626.00;big
217;4802.00;9.50;584.00;big
217;4882.00;9.50;521.00;big
218;4703.00;9.50;711.00;big
218;4689.00;9.50;798.00;big
219;2865.00;9.50;1701.00;big
219;2922.00;9.50;1644.00;big
220;3142.00;9.50;1824.00;big
220;3125.00;9.50;1776.00;big
